signal_date,R0_residual_level_rank_ic,R1_level_change_rank_ic,R2_roe_shrinkage_rank_ic,R3_confidence_rank_ic
20120427,0.0155061836208148,0.0335814532580995,0.0323434316495158,0.0343382789388371
20120531,0.0770332627138144,0.0160008829963148,0.011554874231898,0.0087278077761997
20120629,-0.0491616584854317,0.0226131976101198,0.0233829808033348,0.0261807934823072
20120731,0.0306385249677842,0.0325910115452663,0.0332835847674167,0.032547777617374
20120831,0.0708836938715849,0.0924127199362625,0.0928143846046864,0.0891777182812288
20120928,0.0165512743850467,0.0523385449795681,0.0519670413276788,0.0510752746510451
20121031,0.0947042508361721,0.0646824991579102,0.0651238413864866,0.0626758300078561
20121130,0.2326302687169613,0.2133723475935557,0.2126921143525301,0.218239820029535
20121231,-0.0134176662359009,0.0649858154551363,0.0651841830670213,0.0680074593664796
20130131,0.0464216547368286,0.0427581800728817,0.0457341802637398,0.0419491436619087
20130228,-0.0122690391304356,-0.0177181535914908,-0.0174685417468572,-0.0203014971936142
20130329,0.0202811798453983,0.0425678209765334,0.0440814900507388,0.0473344894069555
20130426,0.0156078093153318,0.0390234461789352,0.0401066558655602,0.0375843708030365
20130531,-0.0246802609822991,-0.0255088607379365,-0.0267074752008065,-0.0280083047490382
20130628,-0.0298386459405914,-0.0335649923807932,-0.0337432627385771,-0.0299046895907054
20130731,0.1196934130453968,0.149791563565564,0.1496748115103327,0.1524390453157593
20130830,-0.0298657827518833,0.0040251120829761,0.0047226421420272,0.0070505311663355
20130930,0.0823327811011041,0.1019887689627324,0.1029964403220197,0.1064659933356597
20131031,0.0547556511388522,0.0753882736513827,0.0758116910673166,0.076245292704461
20131129,0.1265527414979595,0.1135817116679068,0.1137837420489735,0.1126658248464536
20131231,-0.0366038916263263,-0.0838826639300888,-0.082466122079164,-0.0830823916714543
20140130,0.0141758732541678,0.0118514386702942,0.0119118975647016,0.0101432722375552
20140228,0.1382553911229374,0.1149574577266249,0.1163675260353202,0.113999570320307
20140331,0.130050465412196,0.0777134218610973,0.0795836633386973,0.0806620724249838
20140430,-0.0319325091214269,-0.0393334497722636,-0.0366395847486864,-0.0264398423735332
20140530,-0.0151065597958003,-0.0548261129702364,-0.0534632501308838,-0.046503003050428
20140630,0.0759015190057717,0.0968450805321176,0.096659751463784,0.1008563915590358
20140731,-0.009131918831825,-0.0205264480167435,-0.018666499341115,-0.0079058257022237
20140829,0.0403467749638261,0.090980792105596,0.0867699422178929,0.0836307180648233
20140930,0.0286365262136905,0.0050576278208772,0.0048781785902161,0.0105828508138016
20141031,0.0468295765137456,0.0149956078006321,0.0149597670700185,0.0164322767902968
20141128,0.0277833612522039,0.0462079999944511,0.0469111784218216,0.0364950584738086
20141231,0.1313778598270243,0.217523622564454,0.2176928269315819,0.2198678600487614
20150130,-0.051387302838514,-0.047443394019052,-0.044435650255263,-0.0442906979845028
20150227,0.0201260893886893,0.0651715985385996,0.0647164279418286,0.0687066864014278
20150331,0.0234382124702345,0.0204886648624457,0.0174742824633104,0.0212583438180804
20150430,0.042474329414419,0.0528344604912354,0.0510596338983797,0.0502787170760295
20150529,0.1290492988317172,0.2098304658952401,0.2102160063270479,0.2129966132404546
20150630,0.2449214464435165,0.3042712741342879,0.3047885115617231,0.2925409277007451
20150731,0.1306309645022872,0.185704971387539,0.1860864507377922,0.1832045702641641
20150831,0.0298389836445407,0.1037465212494478,0.1054200737182698,0.1131343877776346
20150930,-0.0269417120219834,0.1095601519107545,0.0966421261561974,0.1020701272509641
20151030,0.0613465092096774,0.0307237892683286,0.0367372943975231,0.0403763733225183
20151130,0.1266073895811259,0.1866382699327454,0.1884008474376151,0.1956383725748456
20151231,0.1769236926004927,0.1928089340547434,0.1938274759509671,0.1953288337410142
20160129,0.0543396472551786,0.0607362132017216,0.0607931551962452,0.067747676101684
20160229,-0.005817913011287,0.0667908050655246,0.0666039714139299,0.0647263555562572
20160331,0.1061280102152811,0.1045283224510515,0.1031502418445681,0.0979149594904181
20160429,0.0950548001546988,0.0775299309961672,0.077346181201215,0.0735849604452261
20160531,0.0587464720593484,0.0362877352771311,0.0363620467829594,0.0382729637478245
20160630,0.108831518672393,0.1169245374216363,0.1164852234495425,0.1136081954235727
20160729,0.0348914845576133,0.0750546297724886,0.0754437313021303,0.0792405820851839
20160831,0.0568812586435369,0.0691478719339056,0.0671710728031757,0.069205936122625
20160930,0.021461420100486,0.0874166477024167,0.0886228663273858,0.0923485952238922
20161031,-0.0313400056685941,-0.0339490129458962,-0.0343330543365773,-0.0324905210200793
20161130,-0.0123121015990949,0.0305958477187743,0.0305773825400597,0.0263712493465461
20161230,0.059594834688077,0.0979821800590393,0.0964164189599051,0.0974175491924053
20170126,0.0761584630516152,0.0876800982924874,0.0872616103929975,0.094440685391847
20170228,0.1142963004181824,0.079623917540093,0.0784988874587157,0.0743341952965463
20170331,0.0664651928572477,0.009344448511666,0.0086264030593011,0.0093384573544114
20170428,0.0399620682865207,0.0751591343019387,0.0751307737240445,0.0748714407805759
20170531,0.1216805119890936,0.1420743661323161,0.1417062436935046,0.1397379477199113
20170630,0.0665098333477086,0.0306662071906728,0.028664866834867,0.0378713292730414
20170731,-0.04537954319822,0.0426773870732518,0.0431791665235588,0.0413293025930018
20170831,0.0522813162100054,0.0173443014662157,0.0202333802072845,0.0231230073764681
20170929,0.088827119275968,0.1500481195249509,0.1503940213428076,0.1423810196863606
20171031,0.0710750575406569,0.0654811334322375,0.0644566059292692,0.0630224082671432
20171130,-0.0042755559082385,-0.007487808853753,-0.0060991808966748,-0.000147441974946
20171229,0.0801963238083928,0.1397389597493377,0.1374761680401177,0.1433671007394939
20180131,0.0327022880414502,0.1159444565538585,0.1143883296122132,0.1115550511548719
20180228,-0.0254064332693763,0.0237506655466323,0.0254959082130227,0.0270410146868766
20180330,-0.0552767688569682,-0.0772845698904464,-0.0750225323349883,-0.0719994339397953
20180427,0.0544479214324132,0.0195869682781493,0.0169387208019667,0.010316218617284
20180531,0.0430027344161028,-0.0031434729471659,-0.0013265366523189,-0.0075170568866826
20180629,0.0123360360264505,0.0173696657480731,0.0158580592069709,0.0202270581470569
20180731,-0.1104911181176577,-0.1548395120340931,-0.1554524010656126,-0.1502027845692756
20180831,-0.0195568458471859,-0.0081559084575777,-0.010833628824356,-0.0174547678380404
20180928,0.0376284122685318,0.0417503021949595,0.0376870017441653,0.0308144931542743
20181031,0.0549033674348666,0.1037509375725486,0.102753873355751,0.1022128071471357
20181130,0.0067369604661355,0.0972569503418683,0.0935597045203489,0.0912585548390406
20181228,0.035129943746148,0.0848585254216672,0.081256623556124,0.0798327704140971
20190131,0.0665479122302665,0.1096203533114555,0.1111171213391575,0.1171109763672414
20190228,0.0372311291045592,0.0748352831464748,0.0728189117000338,0.0717458705790349
20190329,0.0499425261584274,0.0475932289088123,0.0479947903955537,0.0450246840867298
20190430,-0.1769749237285877,-0.1091560995517252,-0.1105560320051572,-0.1082585760690337
20190531,0.0740961825560528,0.1287080652464305,0.1294159209711858,0.1290348408342665
20190628,0.0252883368094295,0.0057312700824337,0.0049952274267599,0.0022382222653342
20190731,-0.0777314539943556,-0.0836902657698001,-0.0833408966158693,-0.0756075461935141
20190830,0.0202224882147298,0.0022764947903344,0.002759670028372,0.0042715412638799
20190930,-0.0515580974935175,-0.0649350397283547,-0.063573816050898,-0.0652745458456287
20191031,0.0430680404933962,0.0219073522193203,0.023183416863515,0.0264848066381064
20191129,0.0167784777047386,0.0173257521235542,0.0178493344395797,0.0238129472645598
20191231,-0.0809421429611577,-0.0694936895404468,-0.0680827026652222,-0.0623201065948589
